context,objectType,query,articleType,granularTopic,broadTopic,date,startPage,pageLength,sortBy,showFacets,journal,showResult,logmsg
catalyst,catalyst-article,system,Talk,cat-gt-033,New+Models+of+Care,past5Years,1,100,Most+Cited,Y,cat-non-issue,short,QAUTO-5818-generated-no-919-total-3
catalyst,catalyst-article,care,Article,cat-gt-033,cat-bt-007,past5Years,1,100,pubdate-ascending,Y,carryover,short,QAUTO-5818-generated-no-933-total-10
catalyst,catalyst-article,care,Article,cat-gt-033,cat-bt-003,past5Years,1,100,pubdate-ascending,Y,carryover,short,QAUTO-5818-generated-no-933-total-10
catalyst,catalyst-article,system,In+Depth,cat-gt-034,cat-bt-007,past10Years,1,100,Most+Relevant,Y,catalyst,short,QAUTO-5818-generated-no-945-total-4
catalyst,catalyst-article,system,In+Depth,cat-gt-034,New+Models+of+Care,past10Years,1,100,Most+Relevant,Y,catalyst,short,QAUTO-5818-generated-no-945-total-4
catalyst,catalyst-article,value,Article,cat-gt-034,cat-bt-007,past5Years,1,100,Oldest,Y,carryover,short,QAUTO-5818-generated-no-972-total-7
catalyst,catalyst-article,value,Article,cat-gt-034,Health+Care+Leadership,past5Years,1,100,Oldest,Y,carryover,short,QAUTO-5818-generated-no-972-total-7
catalyst,catalyst-article,system,In+Depth,cat-gt-035,Health+Care+Leadership,past10Years,1,100,pubdate-ascending,Y,catalyst,short,QAUTO-5818-generated-no-981-total-3
catalyst,catalyst-article,system,In+Depth,cat-gt-035,Market+Landscape,past10Years,1,100,pubdate-ascending,Y,catalyst,short,QAUTO-5818-generated-no-981-total-3
catalyst,catalyst-article,care,Article,cat-gt-035,cat-bt-002,past10Years,1,100,relevance,Y,carryover,short,QAUTO-5818-generated-no-1008-total-17
catalyst,catalyst-article,care,Article,cat-gt-035,cat-bt-006,past10Years,1,100,relevance,Y,carryover,short,QAUTO-5818-generated-no-1008-total-17
catalyst,catalyst-article,value,Article,cat-gt-036,Patient-Centered+Care,past5Years,1,100,Most+Relevant,Y,carryover,short,QAUTO-5818-generated-no-1049-total-10
catalyst,catalyst-article,value,Article,cat-gt-036,cat-bt-008,past5Years,1,100,Most+Relevant,Y,carryover,short,QAUTO-5818-generated-no-1049-total-10
catalyst,catalyst-article,health,Article,cat-gt-037,Health+Technology,past5Years,1,100,pubdate-descending,Y,catalyst,short,QAUTO-5818-generated-no-1051-total-10
catalyst,catalyst-article,health,Article,cat-gt-037,cat-bt-007,past5Years,1,100,pubdate-descending,Y,catalyst,short,QAUTO-5818-generated-no-1051-total-10
catalyst,catalyst-article,medicare,Talk,cat-gt-037,cat-bt-002,past10Years,1,100,pubdate-ascending,Y,cat-non-issue,short,QAUTO-5818-generated-no-1053-total-3
catalyst,catalyst-article,medicare,Talk,cat-gt-037,Analytics+and+Outcomes,past10Years,1,100,pubdate-ascending,Y,cat-non-issue,short,QAUTO-5818-generated-no-1053-total-3
catalyst,catalyst-article,value,Article,cat-gt-037,Culture+of+Health,past10Years,1,100,pubdate-descending,Y,carryover,short,QAUTO-5818-generated-no-1067-total-14
catalyst,catalyst-article,value,Article,cat-gt-037,New+Models+of+Care,past10Years,1,100,pubdate-descending,Y,carryover,short,QAUTO-5818-generated-no-1067-total-14
catalyst,catalyst-article,system,Article,cat-gt-038,cat-bt-005,past5Years,1,100,pubdate-ascending,Y,catalyst,short,QAUTO-5818-generated-no-1069-total-6
catalyst,catalyst-article,system,Article,cat-gt-038,cat-bt-002,past5Years,1,100,pubdate-ascending,Y,catalyst,short,QAUTO-5818-generated-no-1069-total-6
catalyst,catalyst-article,care,Conversation,cat-gt-038,Alternative+Payment+Models+(APM),past10Years,1,100,relevance,Y,cat-non-issue,short,QAUTO-5818-generated-no-1080-total-5
catalyst,catalyst-article,care,Conversation,cat-gt-038,cat-bt-001,past10Years,1,100,relevance,Y,cat-non-issue,short,QAUTO-5818-generated-no-1080-total-5
catalyst,catalyst-article,medicare,Article,cat-gt-038,Culture+of+Health,past5Years,1,100,citedByCount-descending,Y,carryover,short,QAUTO-5818-generated-no-1094-total-18
catalyst,catalyst-article,medicare,Article,cat-gt-038,Analytics+and+Outcomes,past5Years,1,100,citedByCount-descending,Y,carryover,short,QAUTO-5818-generated-no-1094-total-18
catalyst,catalyst-article,health,Article,Value-Based+Care,cat-bt-008,past5Years,1,100,Most+Cited,Y,carryover,short,QAUTO-5818-generated-no-1135-total-67
catalyst,catalyst-article,health,Article,Value-Based+Care,Analytics+and+Outcomes,past5Years,1,100,Most+Cited,Y,carryover,short,QAUTO-5818-generated-no-1135-total-67
catalyst,catalyst-article,health,Article,value-based-care,cat-bt-003,past5Years,1,100,relevance,Y,carryover,short,QAUTO-5818-generated-no-1176-total-67
catalyst,catalyst-article,health,Article,value-based-care,Health+Technology,past5Years,1,100,relevance,Y,carryover,short,QAUTO-5818-generated-no-1176-total-67
catalyst,catalyst-article,care,Article,Value+Based+Care,Health+Care+Leadership,past5Years,1,100,Most+Relevant,Y,carryover,short,QAUTO-5818-generated-no-1217-total-68
catalyst,catalyst-article,care,Article,Value+Based+Care,cat-bt-004,past5Years,1,100,Most+Relevant,Y,carryover,short,QAUTO-5818-generated-no-1217-total-68
catalyst,catalyst-article,care,Article,Bundled+Payments,Market+Landscape,past5Years,1,100,pubdate-descending,Y,catalyst,short,QAUTO-5818-generated-no-1219-total-5
catalyst,catalyst-article,care,Article,Bundled+Payments,New+Models+of+Care,past5Years,1,100,pubdate-descending,Y,catalyst,short,QAUTO-5818-generated-no-1219-total-5
catalyst,catalyst-article,health,Article,Bundled+Payments,cat-bt-006,past10Years,1,100,citedByCount-descending,Y,carryover,short,QAUTO-5818-generated-no-1246-total-18
catalyst,catalyst-article,health,Article,Bundled+Payments,Health+Care+Leadership,past10Years,1,100,citedByCount-descending,Y,carryover,short,QAUTO-5818-generated-no-1246-total-18
catalyst,catalyst-article,medicare,Article,bundled-payments,cat-bt-006,past10Years,1,100,relevance,Y,catalyst,short,QAUTO-5818-generated-no-1248-total-4
catalyst,catalyst-article,medicare,Article,bundled-payments,Market+Landscape,past10Years,1,100,relevance,Y,catalyst,short,QAUTO-5818-generated-no-1248-total-4
catalyst,catalyst-article,value,Article,bundled-payments,Alternative+Payment+Models+(APM),past10Years,1,100,Oldest,Y,carryover,short,QAUTO-5818-generated-no-1268-total-20
catalyst,catalyst-article,value,Article,bundled-payments,Culture+of+Health,past10Years,1,100,Oldest,Y,carryover,short,QAUTO-5818-generated-no-1268-total-20
catalyst,catalyst-article,value,In+Depth,Accountable+Care+Organizations+(ACO),Market+Landscape,past5Years,1,100,Latest,Y,catalyst,short,QAUTO-5818-generated-no-1274-total-3
catalyst,catalyst-article,value,In+Depth,Accountable+Care+Organizations+(ACO),cat-bt-001,past5Years,1,100,Latest,Y,catalyst,short,QAUTO-5818-generated-no-1274-total-3
catalyst,catalyst-article,care,Article,Accountable+Care+Organizations+(ACO),cat-bt-001,past10Years,1,100,pubdate-ascending,Y,carryover,short,QAUTO-5818-generated-no-1301-total-25
catalyst,catalyst-article,care,Article,Accountable+Care+Organizations+(ACO),Market+Landscape,past10Years,1,100,pubdate-ascending,Y,carryover,short,QAUTO-5818-generated-no-1301-total-25
catalyst,catalyst-article,value,Case+Study,accountable-care-organizations,Alternative+Payment+Models+(APM),past10Years,1,100,pubdate-ascending,Y,catalyst,short,QAUTO-5818-generated-no-1309-total-3
catalyst,catalyst-article,value,Case+Study,accountable-care-organizations,cat-bt-001,past10Years,1,100,pubdate-ascending,Y,catalyst,short,QAUTO-5818-generated-no-1309-total-3
catalyst,catalyst-article,health,Article,accountable-care-organizations,cat-bt-007,past10Years,1,100,relevance,Y,carryover,short,QAUTO-5818-generated-no-1336-total-24
catalyst,catalyst-article,health,Article,accountable-care-organizations,cat-bt-004,past10Years,1,100,relevance,Y,carryover,short,QAUTO-5818-generated-no-1336-total-24
catalyst,catalyst-article,health,Case+Study,ACO,Market+Landscape,past5Years,1,100,pubdate-descending,Y,catalyst,short,QAUTO-5818-generated-no-1347-total-3
catalyst,catalyst-article,health,Case+Study,ACO,cat-bt-007,past5Years,1,100,pubdate-descending,Y,catalyst,short,QAUTO-5818-generated-no-1347-total-3
catalyst,catalyst-article,system,Article,ACO,cat-bt-001,past5Years,1,100,citedByCount-descending,Y,carryover,short,QAUTO-5818-generated-no-1374-total-19
catalyst,catalyst-article,system,Article,ACO,New+Models+of+Care,past5Years,1,100,citedByCount-descending,Y,carryover,short,QAUTO-5818-generated-no-1374-total-19
catalyst,catalyst-article,system,Case+Study,aco,cat-bt-006,past10Years,1,100,citedByCount-descending,Y,catalyst,short,QAUTO-5818-generated-no-1382-total-3
catalyst,catalyst-article,system,Case+Study,aco,Alternative+Payment+Models+(APM),past10Years,1,100,citedByCount-descending,Y,catalyst,short,QAUTO-5818-generated-no-1382-total-3
catalyst,catalyst-article,value,Article,aco,Alternative+Payment+Models+(APM),past10Years,1,100,Most+Relevant,Y,carryover,short,QAUTO-5818-generated-no-1409-total-19
catalyst,catalyst-article,value,Article,aco,Patient-Centered+Care,past10Years,1,100,Most+Relevant,Y,carryover,short,QAUTO-5818-generated-no-1409-total-19
catalyst,catalyst-article,health,Article,Payers,cat-bt-007,past5Years,1,100,pubdate-descending,Y,catalyst,short,QAUTO-5818-generated-no-1411-total-3
catalyst,catalyst-article,health,Article,Payers,cat-bt-005,past5Years,1,100,pubdate-descending,Y,catalyst,short,QAUTO-5818-generated-no-1411-total-3
catalyst,catalyst-article,care,Talk,Payers,cat-bt-001,past5Years,1,100,Oldest,Y,cat-non-issue,short,QAUTO-5818-generated-no-1420-total-4
catalyst,catalyst-article,care,Talk,Payers,Culture+of+Health,past5Years,1,100,Oldest,Y,cat-non-issue,short,QAUTO-5818-generated-no-1420-total-4
catalyst,catalyst-article,health,Article,Payers,cat-bt-007,past10Years,1,100,Latest,Y,carryover,short,QAUTO-5818-generated-no-1434-total-25
catalyst,catalyst-article,health,Article,Payers,Health+Care+Leadership,past10Years,1,100,Latest,Y,carryover,short,QAUTO-5818-generated-no-1434-total-25
catalyst,catalyst-article,value,Article,payers,Health+Technology,past5Years,1,100,Oldest,Y,catalyst,short,QAUTO-5818-generated-no-1436-total-3
catalyst,catalyst-article,value,Article,payers,cat-bt-007,past5Years,1,100,Oldest,Y,catalyst,short,QAUTO-5818-generated-no-1436-total-3
catalyst,catalyst-article,system,Conversation,payers,cat-bt-001,past10Years,1,100,Most+Cited,Y,cat-non-issue,short,QAUTO-5818-generated-no-1439-total-4
catalyst,catalyst-article,system,Conversation,payers,cat-bt-004,past10Years,1,100,Most+Cited,Y,cat-non-issue,short,QAUTO-5818-generated-no-1439-total-4
catalyst,catalyst-article,system,Article,payers,New+Models+of+Care,past5Years,1,100,pubdate-ascending,Y,carryover,short,QAUTO-5818-generated-no-1453-total-17
catalyst,catalyst-article,system,Article,payers,Alternative+Payment+Models+(APM),past5Years,1,100,pubdate-ascending,Y,carryover,short,QAUTO-5818-generated-no-1453-total-17
catalyst,catalyst-article,system,In+Depth,Medicare,cat-bt-001,past5Years,1,100,relevance,Y,catalyst,short,QAUTO-5818-generated-no-1456-total-4
catalyst,catalyst-article,system,In+Depth,Medicare,Alternative+Payment+Models+(APM),past5Years,1,100,relevance,Y,catalyst,short,QAUTO-5818-generated-no-1456-total-4
catalyst,catalyst-article,health,Article,Medicare,Culture+of+Health,past10Years,1,100,pubdate-descending,Y,carryover,short,QAUTO-5818-generated-no-1483-total-32
catalyst,catalyst-article,health,Article,Medicare,cat-bt-003,past10Years,1,100,pubdate-descending,Y,carryover,short,QAUTO-5818-generated-no-1483-total-32
catalyst,catalyst-article,medicare,Case+Study,medicare,cat-bt-003,past10Years,1,100,Most+Cited,Y,catalyst,short,QAUTO-5818-generated-no-1487-total-3
catalyst,catalyst-article,medicare,Case+Study,medicare,cat-bt-007,past10Years,1,100,Most+Cited,Y,catalyst,short,QAUTO-5818-generated-no-1487-total-3
catalyst,catalyst-article,value,Article,medicare,cat-bt-008,past5Years,1,100,Latest,Y,carryover,short,QAUTO-5818-generated-no-1514-total-25
catalyst,catalyst-article,value,Article,medicare,Culture+of+Health,past5Years,1,100,Latest,Y,carryover,short,QAUTO-5818-generated-no-1514-total-25
catalyst,catalyst-article,value,Case+Study,Medicaid,cat-bt-006,past5Years,1,100,pubdate-ascending,Y,catalyst,short,QAUTO-5818-generated-no-1517-total-4
catalyst,catalyst-article,value,Case+Study,Medicaid,cat-bt-001,past5Years,1,100,pubdate-ascending,Y,catalyst,short,QAUTO-5818-generated-no-1517-total-4
catalyst,catalyst-article,medicare,Article,Medicaid,Alternative+Payment+Models+(APM),past10Years,1,100,relevance,Y,carryover,short,QAUTO-5818-generated-no-1544-total-10
catalyst,catalyst-article,medicare,Article,Medicaid,Patient-Centered+Care,past10Years,1,100,relevance,Y,carryover,short,QAUTO-5818-generated-no-1544-total-10
catalyst,catalyst-article,system,Case+Study,medicaid,cat-bt-001,past5Years,1,100,pubdate-descending,Y,catalyst,short,QAUTO-5818-generated-no-1555-total-4
catalyst,catalyst-article,system,Case+Study,medicaid,cat-bt-003,past5Years,1,100,pubdate-descending,Y,catalyst,short,QAUTO-5818-generated-no-1555-total-4
catalyst,catalyst-article,health,Article,medicaid,Patient-Centered+Care,past5Years,1,100,citedByCount-descending,Y,carryover,short,QAUTO-5818-generated-no-1582-total-11
catalyst,catalyst-article,health,Article,medicaid,cat-bt-006,past5Years,1,100,citedByCount-descending,Y,carryover,short,QAUTO-5818-generated-no-1582-total-11
catalyst,catalyst-article,system,Article,Drug+Pricing,cat-bt-007,past10Years,1,100,Most+Cited,Y,carryover,short,QAUTO-5818-generated-no-1623-total-8
catalyst,catalyst-article,system,Article,Drug+Pricing,New+Models+of+Care,past10Years,1,100,Most+Cited,Y,carryover,short,QAUTO-5818-generated-no-1623-total-8
catalyst,catalyst-article,system,Article,drug-pricing,Market+Landscape,past5Years,1,100,relevance,Y,carryover,short,QAUTO-5818-generated-no-1664-total-6
catalyst,catalyst-article,system,Article,drug-pricing,cat-bt-006,past5Years,1,100,relevance,Y,carryover,short,QAUTO-5818-generated-no-1664-total-6
catalyst,catalyst-article,care,Conversation,Pharma,Health+Care+Leadership,past10Years,1,100,relevance,Y,cat-non-issue,short,QAUTO-5818-generated-no-1680-total-5
catalyst,catalyst-article,care,Conversation,Pharma,cat-bt-004,past10Years,1,100,relevance,Y,cat-non-issue,short,QAUTO-5818-generated-no-1680-total-5
catalyst,catalyst-article,system,Article,Pharma,Market+Landscape,past5Years,1,100,citedByCount-descending,Y,carryover,short,QAUTO-5818-generated-no-1694-total-7
catalyst,catalyst-article,system,Article,Pharma,cat-bt-006,past5Years,1,100,citedByCount-descending,Y,carryover,short,QAUTO-5818-generated-no-1694-total-7
catalyst,catalyst-article,system,Conversation,pharma,cat-bt-005,past10Years,1,100,Oldest,Y,cat-non-issue,short,QAUTO-5818-generated-no-1716-total-5
catalyst,catalyst-article,system,Conversation,pharma,Health+Technology,past10Years,1,100,Oldest,Y,cat-non-issue,short,QAUTO-5818-generated-no-1716-total-5
catalyst,catalyst-article,value,Article,pharma,Market+Landscape,past10Years,1,100,Latest,Y,carryover,short,QAUTO-5818-generated-no-1730-total-9
catalyst,catalyst-article,value,Article,pharma,Alternative+Payment+Models+(APM),past10Years,1,100,Latest,Y,carryover,short,QAUTO-5818-generated-no-1730-total-9
catalyst,catalyst-article,system,Article,Clinician+Burnout+and+Resilience,cat-bt-003,past10Years,1,100,Oldest,Y,catalyst,short,QAUTO-5818-generated-no-1732-total-9
catalyst,catalyst-article,system,Article,Clinician+Burnout+and+Resilience,cat-bt-005,past10Years,1,100,Oldest,Y,catalyst,short,QAUTO-5818-generated-no-1732-total-9
catalyst,catalyst-article,health,Conversation,Clinician+Burnout+and+Resilience,cat-bt-003,past5Years,1,100,citedByCount-descending,Y,cat-non-issue,short,QAUTO-5818-generated-no-1742-total-11
catalyst,catalyst-article,health,Conversation,Clinician+Burnout+and+Resilience,Health+Care+Leadership,past5Years,1,100,citedByCount-descending,Y,cat-non-issue,short,QAUTO-5818-generated-no-1742-total-11
catalyst,catalyst-article,health,Article,Clinician+Burnout+and+Resilience,Patient-Centered+Care,past10Years,1,100,Oldest,Y,carryover,short,QAUTO-5818-generated-no-1756-total-22
catalyst,catalyst-article,health,Article,Clinician+Burnout+and+Resilience,Market+Landscape,past10Years,1,100,Oldest,Y,carryover,short,QAUTO-5818-generated-no-1756-total-22
catalyst,catalyst-article,system,Article,clinician-burnout-and-resilience,Culture+of+Health,past5Years,1,100,citedByCount-descending,Y,catalyst,short,QAUTO-5818-generated-no-1758-total-9
catalyst,catalyst-article,system,Article,clinician-burnout-and-resilience,Health+Care+Leadership,past5Years,1,100,citedByCount-descending,Y,catalyst,short,QAUTO-5818-generated-no-1758-total-9
catalyst,catalyst-article,health,Conversation,clinician-burnout-and-resilience,Culture+of+Health,past10Years,1,100,Most+Cited,Y,cat-non-issue,short,QAUTO-5818-generated-no-1767-total-11
catalyst,catalyst-article,health,Conversation,clinician-burnout-and-resilience,Health+Care+Leadership,past10Years,1,100,Most+Cited,Y,cat-non-issue,short,QAUTO-5818-generated-no-1767-total-11
catalyst,catalyst-article,health,Article,clinician-burnout-and-resilience,Culture+of+Health,past5Years,1,100,pubdate-ascending,Y,carryover,short,QAUTO-5818-generated-no-1781-total-19
catalyst,catalyst-article,health,Article,clinician-burnout-and-resilience,Patient-Centered+Care,past5Years,1,100,pubdate-ascending,Y,carryover,short,QAUTO-5818-generated-no-1781-total-19
catalyst,catalyst-article,care,Article,Clinician+Burnout+And+Resilience,Health+Technology,past5Years,1,100,Most+Cited,Y,catalyst,short,QAUTO-5818-generated-no-1783-total-9
catalyst,catalyst-article,care,Article,Clinician+Burnout+And+Resilience,cat-bt-005,past5Years,1,100,Most+Cited,Y,catalyst,short,QAUTO-5818-generated-no-1783-total-9
catalyst,catalyst-article,system,Conversation,Clinician+Burnout+And+Resilience,cat-bt-001,past10Years,1,100,Oldest,Y,cat-non-issue,short,QAUTO-5818-generated-no-1788-total-10
catalyst,catalyst-article,system,Conversation,Clinician+Burnout+And+Resilience,cat-bt-002,past10Years,1,100,Oldest,Y,cat-non-issue,short,QAUTO-5818-generated-no-1788-total-10
catalyst,catalyst-article,care,Article,Clinician+Burnout+And+Resilience,Health+Care+Leadership,past10Years,1,100,Latest,Y,carryover,short,QAUTO-5818-generated-no-1802-total-22
catalyst,catalyst-article,care,Article,Clinician+Burnout+And+Resilience,cat-bt-004,past10Years,1,100,Latest,Y,carryover,short,QAUTO-5818-generated-no-1802-total-22
catalyst,catalyst-article,system,Article,Team-Based+Care,Culture+of+Health,past10Years,1,100,Oldest,Y,catalyst,short,QAUTO-5818-generated-no-1804-total-7
catalyst,catalyst-article,system,Article,Team-Based+Care,cat-bt-007,past10Years,1,100,Oldest,Y,catalyst,short,QAUTO-5818-generated-no-1804-total-7
catalyst,catalyst-article,value,Conversation,Team-Based+Care,cat-bt-004,past10Years,1,100,relevance,Y,cat-non-issue,short,QAUTO-5818-generated-no-1808-total-3
catalyst,catalyst-article,value,Conversation,Team-Based+Care,Health+Care+Leadership,past10Years,1,100,relevance,Y,cat-non-issue,short,QAUTO-5818-generated-no-1808-total-3
catalyst,catalyst-article,health,Article,Team-Based+Care,cat-bt-008,past5Years,1,100,citedByCount-descending,Y,carryover,short,QAUTO-5818-generated-no-1822-total-67
catalyst,catalyst-article,health,Article,Team-Based+Care,Patient-Centered+Care,past5Years,1,100,citedByCount-descending,Y,carryover,short,QAUTO-5818-generated-no-1822-total-67
catalyst,catalyst-article,value,Article,team-based-care,Health+Care+Leadership,past5Years,1,100,relevance,Y,catalyst,short,QAUTO-5818-generated-no-1824-total-6
catalyst,catalyst-article,value,Article,team-based-care,New+Models+of+Care,past5Years,1,100,relevance,Y,catalyst,short,QAUTO-5818-generated-no-1824-total-6
catalyst,catalyst-article,value,Conversation,team-based-care,cat-bt-004,past10Years,1,100,pubdate-ascending,Y,cat-non-issue,short,QAUTO-5818-generated-no-1829-total-3
catalyst,catalyst-article,value,Conversation,team-based-care,Health+Care+Leadership,past10Years,1,100,pubdate-ascending,Y,cat-non-issue,short,QAUTO-5818-generated-no-1829-total-3
catalyst,catalyst-article,system,Article,team-based-care,Patient-Centered+Care,past5Years,1,100,pubdate-descending,Y,carryover,short,QAUTO-5818-generated-no-1843-total-60
catalyst,catalyst-article,system,Article,team-based-care,cat-bt-007,past5Years,1,100,pubdate-descending,Y,carryover,short,QAUTO-5818-generated-no-1843-total-60
catalyst,catalyst-article,system,Article,Team+Based+Care,Health+Care+Leadership,past5Years,1,100,pubdate-ascending,Y,catalyst,short,QAUTO-5818-generated-no-1845-total-7
catalyst,catalyst-article,system,Article,Team+Based+Care,Culture+of+Health,past5Years,1,100,pubdate-ascending,Y,catalyst,short,QAUTO-5818-generated-no-1845-total-7
catalyst,catalyst-article,care,Talk,Team+Based+Care,Patient-Centered+Care,past10Years,1,100,pubdate-ascending,Y,cat-non-issue,short,QAUTO-5818-generated-no-1853-total-3
catalyst,catalyst-article,care,Talk,Team+Based+Care,Analytics+and+Outcomes,past10Years,1,100,pubdate-ascending,Y,cat-non-issue,short,QAUTO-5818-generated-no-1853-total-3
catalyst,catalyst-article,medicare,Article,Team+Based+Care,cat-bt-001,past5Years,1,100,pubdate-descending,Y,carryover,short,QAUTO-5818-generated-no-1867-total-8
catalyst,catalyst-article,medicare,Article,Team+Based+Care,Alternative+Payment+Models+(APM),past5Years,1,100,pubdate-descending,Y,carryover,short,QAUTO-5818-generated-no-1867-total-8
catalyst,catalyst-article,health,Article,Patients+as+Consumers,Market+Landscape,past10Years,1,100,pubdate-ascending,Y,catalyst,short,QAUTO-5818-generated-no-1869-total-6
catalyst,catalyst-article,health,Article,Patients+as+Consumers,cat-bt-004,past10Years,1,100,pubdate-ascending,Y,catalyst,short,QAUTO-5818-generated-no-1869-total-6
catalyst,catalyst-article,health,Talk,Patients+as+Consumers,Culture+of+Health,past10Years,1,100,Most+Cited,Y,cat-non-issue,short,QAUTO-5818-generated-no-1871-total-6
catalyst,catalyst-article,health,Talk,Patients+as+Consumers,Patient-Centered+Care,past10Years,1,100,Most+Cited,Y,cat-non-issue,short,QAUTO-5818-generated-no-1871-total-6
catalyst,catalyst-article,health,Article,Patients+as+Consumers,Analytics+and+Outcomes,past5Years,1,100,pubdate-ascending,Y,carryover,short,QAUTO-5818-generated-no-1885-total-53
catalyst,catalyst-article,health,Article,Patients+as+Consumers,Market+Landscape,past5Years,1,100,pubdate-ascending,Y,carryover,short,QAUTO-5818-generated-no-1885-total-53
catalyst,catalyst-article,medicare,Article,patients-as-consumers,cat-bt-005,past5Years,1,100,Most+Cited,Y,catalyst,short,QAUTO-5818-generated-no-1887-total-3
catalyst,catalyst-article,medicare,Article,patients-as-consumers,Market+Landscape,past5Years,1,100,Most+Cited,Y,catalyst,short,QAUTO-5818-generated-no-1887-total-3
catalyst,catalyst-article,system,Talk,patients-as-consumers,Patient-Centered+Care,past5Years,1,100,citedByCount-descending,Y,cat-non-issue,short,QAUTO-5818-generated-no-1894-total-4
catalyst,catalyst-article,system,Talk,patients-as-consumers,cat-bt-003,past5Years,1,100,citedByCount-descending,Y,cat-non-issue,short,QAUTO-5818-generated-no-1894-total-4
catalyst,catalyst-article,value,Article,patients-as-consumers,cat-bt-007,past5Years,1,100,Oldest,Y,carryover,short,QAUTO-5818-generated-no-1908-total-38
catalyst,catalyst-article,value,Article,patients-as-consumers,Patient-Centered+Care,past5Years,1,100,Oldest,Y,carryover,short,QAUTO-5818-generated-no-1908-total-38
catalyst,catalyst-article,medicare,Article,Patient+Incentives,cat-bt-006,past5Years,1,100,citedByCount-descending,Y,catalyst,short,QAUTO-5818-generated-no-1910-total-8
catalyst,catalyst-article,medicare,Article,Patient+Incentives,Health+Care+Leadership,past5Years,1,100,citedByCount-descending,Y,catalyst,short,QAUTO-5818-generated-no-1910-total-8
catalyst,catalyst-article,medicare,Conversation,Patient+Incentives,cat-bt-001,past10Years,1,100,relevance,Y,cat-non-issue,short,QAUTO-5818-generated-no-1920-total-3
catalyst,catalyst-article,medicare,Conversation,Patient+Incentives,Alternative+Payment+Models+(APM),past10Years,1,100,relevance,Y,cat-non-issue,short,QAUTO-5818-generated-no-1920-total-3
catalyst,catalyst-article,care,Article,Patient+Incentives,cat-bt-003,past5Years,1,100,citedByCount-descending,Y,carryover,short,QAUTO-5818-generated-no-1934-total-10
catalyst,catalyst-article,care,Article,Patient+Incentives,Health+Technology,past5Years,1,100,citedByCount-descending,Y,carryover,short,QAUTO-5818-generated-no-1934-total-10
catalyst,catalyst-article,system,Article,patient-incentives,cat-bt-006,past5Years,1,100,relevance,Y,catalyst,short,QAUTO-5818-generated-no-1936-total-10
catalyst,catalyst-article,system,Article,patient-incentives,Market+Landscape,past5Years,1,100,relevance,Y,catalyst,short,QAUTO-5818-generated-no-1936-total-10
catalyst,catalyst-article,health,Conversation,patient-incentives,Health+Care+Leadership,past5Years,1,100,Most+Cited,Y,cat-non-issue,short,QAUTO-5818-generated-no-1943-total-4
catalyst,catalyst-article,health,Conversation,patient-incentives,cat-bt-004,past5Years,1,100,Most+Cited,Y,cat-non-issue,short,QAUTO-5818-generated-no-1943-total-4
catalyst,catalyst-article,care,Article,patient-incentives,Culture+of+Health,past5Years,1,100,pubdate-ascending,Y,carryover,short,QAUTO-5818-generated-no-1957-total-10
catalyst,catalyst-article,care,Article,patient-incentives,cat-bt-005,past5Years,1,100,pubdate-ascending,Y,carryover,short,QAUTO-5818-generated-no-1957-total-10
catalyst,catalyst-article,care,Article,Patient+Experience,Patient-Centered+Care,past10Years,1,100,Most+Cited,Y,catalyst,short,QAUTO-5818-generated-no-1959-total-5
catalyst,catalyst-article,care,Article,Patient+Experience,Analytics+and+Outcomes,past10Years,1,100,Most+Cited,Y,catalyst,short,QAUTO-5818-generated-no-1959-total-5
catalyst,catalyst-article,care,Talk,Patient+Experience,cat-bt-002,past10Years,1,100,Oldest,Y,cat-non-issue,short,QAUTO-5818-generated-no-1964-total-7
catalyst,catalyst-article,care,Talk,Patient+Experience,cat-bt-007,past10Years,1,100,Oldest,Y,cat-non-issue,short,QAUTO-5818-generated-no-1964-total-7
catalyst,catalyst-article,value,Article,Patient+Experience,New+Models+of+Care,past5Years,1,100,Latest,Y,carryover,short,QAUTO-5818-generated-no-1978-total-45
catalyst,catalyst-article,value,Article,Patient+Experience,Culture+of+Health,past5Years,1,100,Latest,Y,carryover,short,QAUTO-5818-generated-no-1978-total-45
catalyst,catalyst-article,medicare,Article,patient-experience,Analytics+and+Outcomes,past10Years,1,100,Oldest,Y,catalyst,short,QAUTO-5818-generated-no-1980-total-3
catalyst,catalyst-article,medicare,Article,patient-experience,cat-bt-002,past10Years,1,100,Oldest,Y,catalyst,short,QAUTO-5818-generated-no-1980-total-3
catalyst,catalyst-article,system,Conversation,patient-experience,cat-bt-004,past10Years,1,100,Most+Cited,Y,cat-non-issue,short,QAUTO-5818-generated-no-1991-total-3
catalyst,catalyst-article,system,Conversation,patient-experience,Health+Care+Leadership,past10Years,1,100,Most+Cited,Y,cat-non-issue,short,QAUTO-5818-generated-no-1991-total-3
catalyst,catalyst-article,medicare,Article,patient-experience,cat-bt-004,past5Years,1,100,pubdate-ascending,Y,carryover,short,QAUTO-5818-generated-no-2005-total-21
catalyst,catalyst-article,medicare,Article,patient-experience,Patient-Centered+Care,past5Years,1,100,pubdate-ascending,Y,carryover,short,QAUTO-5818-generated-no-2005-total-21
catalyst,catalyst-article,value,Case+Study,Patient+Engagement,cat-bt-007,past10Years,1,100,pubdate-ascending,Y,catalyst,short,QAUTO-5818-generated-no-2013-total-4
